noteId,tweetId,currentStatus,true_label_3way,true_label_text,n_votes,valid_votes,mean_rating_score,vote_helpful,vote_somewhat_helpful,vote_not_helpful,agree_rate,disagree_rate,helpful_clear_rate,helpful_good_sources_rate,helpful_addresses_claim_rate,helpful_important_context_rate,helpful_unbiased_language_rate,not_helpful_incorrect_rate,not_helpful_sources_missing_or_unreliable_rate,not_helpful_missing_key_points_rate,not_helpful_hard_to_understand_rate,not_helpful_argumentative_or_biased_rate,not_helpful_irrelevant_sources_rate,not_helpful_opinion_speculation_rate,not_helpful_note_not_needed_rate,mean_confidence,mean_changes_reader_understanding
1467922055882584066,1467471351879450634,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.5,0,16,0,1.0,-1.0,-0.375,0.0,0.875,0.125,1.0,-1.0,0.0,-0.875,-1.0,-1.0,-1.0,-0.875,-1.0,67.0,50.1875
1484245647238721536,1484211790124826627,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.4375,0,14,2,0.25,-0.625,-0.25,-1.0,0.375,-0.25,0.25,-0.875,-0.75,-0.125,-1.0,-1.0,-0.75,-0.25,-0.875,63.75,39.75
1512615206932795393,1512267531603509249,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.625,0.0,0.375,-1.0,0.75,-0.625,0.125,-1.0,77.25,14.625
1516534199225774082,1516528357013393410,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.34375,0,11,5,0.0,-0.125,-0.375,-1.0,0.0,0.125,-0.25,-0.375,-0.25,-0.25,-1.0,-1.0,-1.0,-0.625,-1.0,65.75,39.625
1517156213028315136,1516980893298089985,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.5,0,16,0,0.0,-0.625,-0.75,1.0,0.625,-0.125,-0.375,-1.0,-0.625,-0.25,-1.0,-1.0,-1.0,-1.0,-1.0,64.875,49.125
1525296299897237506,1525257401376579584,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-1.0,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,-0.5,-0.625,0.875,-0.875,-0.625,0.25,1.0,-1.0,77.625,12.625
1527042977884844032,1526623535145287681,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.40625,0,13,3,-0.875,0.5,-1.0,-0.125,-0.625,0.125,-0.75,-0.875,-0.25,0.5,-1.0,1.0,-0.5,-0.75,-1.0,67.6875,34.625
1554588355018428418,1554511415561465856,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.25,1,6,9,-0.25,0.0,-0.75,-1.0,-0.25,-0.25,-0.75,-0.875,-0.75,0.0,-1.0,0.25,-0.75,-1.0,-0.875,73.3125,33.3125
1582366551549820928,1582363105153011713,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.5,0,16,0,0.875,-0.875,0.125,0.375,0.625,-0.875,0.375,-1.0,-0.75,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,75.25,39.9375
1589373531732594690,1589044893925740547,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.375,0,12,4,-0.25,0.0,-0.875,0.125,0.0,-0.125,0.375,-0.75,-0.75,0.125,-1.0,-1.0,-0.625,-1.0,-1.0,71.625,35.9375
1598352799200268292,1598333079352926209,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.5625,2,14,0,1.0,-1.0,-0.125,1.0,0.875,0.75,0.625,-1.0,-1.0,-0.875,-1.0,-1.0,-1.0,-1.0,-1.0,76.9375,65.75
1604536661433614339,1604247306034978818,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.4375,0,14,2,-0.75,0.75,-0.625,0.625,0.25,0.25,-0.625,-0.375,-0.5,0.125,-0.125,-1.0,-0.625,-1.0,-1.0,68.375,44.3125
1606693238647230465,1603839723310526464,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.625,5,10,1,0.875,-0.875,-0.5,0.875,0.75,0.125,-0.5,-1.0,-1.0,-0.625,-1.0,-0.375,-1.0,-1.0,-1.0,73.5,56.6875
1607625585655779328,1347637473711685636,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.59375,3,13,0,0.875,-0.875,0.0,0.25,1.0,0.5,0.75,-1.0,-0.25,-0.75,-1.0,-1.0,-1.0,-1.0,-1.0,74.4375,65.375
1611031236440653827,1607902923597676544,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.875,1.0,0.625,-0.25,-1.0,-0.5,-0.875,-1.0,-1.0,79.0,18.6875
1620441879778308096,1620110760360935425,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,1.0,16,0,0,1.0,-1.0,1.0,1.0,1.0,0.75,0.625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,88.125,87.375
1621314959258042371,1621072431036366848,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.625,4,12,0,0.875,-1.0,0.0,1.0,0.625,0.625,0.5,-1.0,-1.0,-0.625,-1.0,-1.0,-1.0,-1.0,-1.0,75.25,60.875
1626599454781628416,1625899834543681547,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.5,0,16,0,0.75,-0.875,0.125,0.75,-0.25,0.125,1.0,-1.0,-1.0,0.0,-1.0,-1.0,-0.625,-1.0,-1.0,73.8125,46.1875
1628909168060153856,1628784945270325254,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.375,0,12,4,-0.625,0.375,-0.75,0.25,-0.125,-0.5,-0.125,0.0,-0.75,0.125,-1.0,-1.0,-0.25,-1.0,-0.875,64.5625,32.75
1628994874111410181,1628486360402214913,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.5,0,16,0,0.25,-0.375,-0.875,1.0,-0.625,0.375,0.375,-0.75,-1.0,0.875,-1.0,-1.0,-0.375,-1.0,-1.0,70.4375,43.75
1629911420971220992,1629710730214920192,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-0.75,0.75,-1.0,-0.75,-1.0,-1.0,-1.0,-1.0,-0.75,-0.25,-1.0,-1.0,0.875,-1.0,1.0,81.4375,11.9375
1632926382098378752,1631727004889513985,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-1.0,0.125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.875,0.125,-0.75,-0.75,-0.875,-0.625,-0.75,82.9375,6.5
1633336483804246016,1633184302606458881,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-0.5,0.0,-1.0,-1.0,-1.0,-1.0,-0.625,-1.0,-1.0,0.25,-0.875,-1.0,-0.125,-1.0,1.0,78.875,9.0625
1635405323623079936,1635079927325409281,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.59375,3,13,0,1.0,-1.0,0.125,1.0,0.75,0.125,0.125,-1.0,-1.0,-0.375,-1.0,-1.0,-1.0,-1.0,-1.0,77.5625,59.0
1636473034398679042,1636086753504141312,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.5,0,16,0,0.375,-0.625,-0.75,0.75,0.75,0.375,-0.625,-0.875,-1.0,-0.5,-1.0,-0.125,-1.0,-0.375,-1.0,66.0,50.0625
1637538291917438976,1637338456421707776,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.5,0,16,0,0.625,-0.625,-0.5,0.375,1.0,0.375,-0.5,-0.875,-0.5,-0.75,-1.0,-0.625,-1.0,-1.0,-1.0,65.1875,48.9375
1638126884289409024,1638122431247265794,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.90625,13,3,0,1.0,-1.0,0.625,1.0,1.0,1.0,0.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,78.875,77.1875
1638921424315326466,1638287203410366464,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0625,0,2,14,-1.0,0.75,-0.875,-0.875,-0.75,-0.75,-1.0,-0.375,0.0,0.625,-1.0,0.375,-0.5,0.875,-1.0,71.1875,21.75
1640526531456901121,1640510026136649728,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.5,0,16,0,1.0,-1.0,-0.25,0.125,0.375,0.25,-0.125,-1.0,-0.625,-0.25,-1.0,-1.0,-1.0,-1.0,-1.0,67.875,48.75
1640859182801772544,1640680230632271872,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-0.75,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-0.875,-0.875,0.25,-0.875,0.125,-0.5,-0.25,1.0,80.875,10.0625
1640895049415159809,1640737949544513541,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.5,0,16,0,0.875,-0.875,-0.25,1.0,0.125,0.125,0.875,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,72.5,47.8125
1642556722089799681,1642181563398905863,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.125,0,4,12,-0.5,0.5,-0.875,-0.875,-0.625,-0.625,-0.75,-0.875,0.25,0.5,-0.875,-0.625,-0.375,0.625,0.5,67.25,23.9375
1648399849924993024,1648050081004769290,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.25,0,8,8,-0.375,0.25,-0.875,-1.0,-0.25,-0.125,0.0,-0.375,-0.75,0.0,-1.0,-1.0,-0.875,-0.625,-0.875,69.0625,31.5
1648426771392479236,1648361055934980096,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.5,0,16,0,0.25,-0.25,-0.625,-0.75,1.0,0.75,0.5,-1.0,-0.625,-0.875,-1.0,-1.0,-1.0,-1.0,-1.0,69.5625,53.5
1648457654606630914,1648454119773065219,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.5,0,16,0,1.0,-1.0,0.0,-0.25,0.375,0.625,0.5,-1.0,-0.375,-0.625,-1.0,-1.0,-0.75,-0.875,-1.0,66.25,48.5
1648725922776842240,120620074301267968,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-1.0,0.375,-1.0,-1.0,-1.0,-1.0,-1.0,-0.125,0.0,-0.375,-0.625,-1.0,0.625,0.25,0.75,79.875,5.8125
1651591112727863298,1651590688499195907,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.6875,6,10,0,0.875,-0.875,0.5,-1.0,1.0,0.375,1.0,-1.0,0.125,-0.875,-1.0,-1.0,-1.0,-1.0,-1.0,72.125,63.375
1653685787282534401,1653671071869030402,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.5,0,16,0,0.75,-0.875,-0.375,0.75,0.625,0.0,0.375,-1.0,-0.5,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,66.1875,52.3125
1653828197887385600,1653644058252783617,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.375,-1.0,-0.375,-0.375,-1.0,0.5,90.625,4.6875
1653852488271814657,1653846721221337095,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.40625,0,13,3,-0.625,0.25,-0.75,0.75,-0.625,0.0,-0.375,-1.0,-0.625,0.5,-1.0,-0.25,0.5,-0.625,-0.625,67.25,31.75
1653940236156563456,1653862588839542785,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.46875,0,15,1,0.0,-0.75,-0.75,0.875,0.125,0.125,0.125,-1.0,-1.0,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,69.5,46.8125
1654042191734669313,1653711727232684032,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.125,0,4,12,-1.0,0.875,-0.875,-1.0,-0.75,-0.625,-0.375,0.25,-0.875,0.75,-0.75,-0.875,-0.625,0.5,-0.75,74.5625,19.375
1655623231691436034,1655285474473197570,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-1.0,0.625,-1.0,-1.0,-1.0,-1.0,-0.875,-0.875,-1.0,0.0,-0.75,0.25,-0.25,-0.25,0.5,80.125,5.4375
1656050049292328961,1655871249212485632,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.53125,1,15,0,1.0,-1.0,-0.25,1.0,0.75,0.25,0.0,-1.0,-1.0,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,74.8125,57.125
1656650863035969540,1656337116626862082,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.90625,13,3,0,1.0,-1.0,0.5,1.0,1.0,0.875,0.625,-1.0,-1.0,-0.875,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,79.625
1657491482813558789,1657465550828630017,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.40625,0,13,3,-0.5,0.25,-0.75,-0.875,0.5,0.25,-0.375,-0.875,0.75,-0.75,-1.0,-0.875,-1.0,-0.625,-1.0,64.375,42.5
1658805157423902722,1658607702703058944,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.125,0,4,12,-0.5,0.375,-0.875,-1.0,-0.625,-0.75,-0.375,-1.0,-1.0,-0.5,-1.0,-0.75,-0.25,-0.125,0.375,78.5,18.0625
1661029213841903616,1660972931034365956,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.5,0,16,0,0.625,-0.625,-0.375,-0.125,1.0,-0.125,0.375,-0.75,-0.125,-0.75,-1.0,-1.0,-1.0,-1.0,-1.0,67.4375,49.625
1661701797701115910,1661493531029147648,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.5,0,16,0,0.625,-0.75,-0.5,-1.0,1.0,0.375,0.375,-0.875,-0.75,-0.875,-1.0,-1.0,-1.0,-0.875,-1.0,67.3125,52.3125
1663227573592006656,1663214888762716161,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.28125,0,9,7,-0.625,0.5,-0.875,-1.0,0.125,-0.375,-0.25,-0.375,0.0,-0.375,-1.0,-0.5,-0.75,-0.25,-0.875,67.5,31.625
1664200740196188161,1663953604414144513,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.5,0,16,0,0.375,-0.375,-0.75,1.0,1.0,0.75,0.75,-0.75,-1.0,-0.875,-1.0,-1.0,-1.0,-0.875,-1.0,72.0625,60.0625
1664775775441289217,1664761600153190400,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.125,0,4,12,-0.875,0.875,-0.75,-0.625,-0.75,-0.75,-0.625,0.5,-0.875,0.25,-1.0,-0.875,-0.75,-0.625,-1.0,75.875,27.375
1664978873627320320,1664851459694002178,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.65625,5,11,0,0.75,-0.75,-0.125,1.0,1.0,0.25,0.75,-0.875,-1.0,-0.625,-1.0,-1.0,-1.0,-1.0,-1.0,76.875,67.25
1665105732436467714,1664801573103599616,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.5,0,16,0,1.0,-1.0,-0.5,1.0,0.875,0.75,0.375,-1.0,-1.0,-0.875,-1.0,-1.0,-1.0,-1.0,-1.0,72.875,59.3125
1665201056454963201,1662395307186098177,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.5,0,16,0,0.375,-0.5,-0.875,1.0,1.0,0.875,0.25,-1.0,-0.125,-0.875,-1.0,-1.0,-1.0,0.5,-1.0,64.125,55.875
1667351933575725057,1667262176187371530,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.65625,5,11,0,1.0,-1.0,0.125,0.75,1.0,0.75,0.875,-1.0,-0.875,-0.875,-1.0,-1.0,-1.0,-1.0,-1.0,79.125,67.5
1667767909173821442,1667605802570399745,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.5,0,16,0,0.375,-0.375,-0.625,0.875,1.0,0.125,-0.25,-1.0,-0.5,-0.375,-1.0,0.25,-1.0,-1.0,-1.0,68.5,57.8125
1668207279089528832,1668179468790435847,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.03125,0,1,15,-1.0,0.875,-1.0,-1.0,-1.0,-1.0,-0.75,0.375,0.375,0.5,-1.0,-0.625,-0.375,-0.625,-1.0,74.9375,18.125
1668421875297394689,1668343964020138000,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.59375,3,13,0,1.0,-1.0,0.0,0.875,1.0,0.875,0.75,-1.0,-0.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,76.6875,68.1875
1668798139715796992,1667034578551185409,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0625,0,2,14,-0.375,0.125,-0.875,-1.0,-0.5,-0.875,-0.875,-1.0,-0.875,0.125,-0.75,-0.75,-0.875,-0.625,-0.875,76.4375,15.375
1669905286675529728,1669732153121202178,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.71875,7,9,0,0.875,-1.0,0.0,0.75,0.875,0.625,0.5,-1.0,-0.875,-0.75,-1.0,-1.0,-1.0,-1.0,-1.0,77.9375,67.1875
1670897577447899138,1670539668851666944,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.4375,0,14,2,0.75,-0.75,0.0,-0.5,0.75,-0.25,-0.125,-0.875,0.875,-0.75,-1.0,-0.875,-0.875,-1.0,-1.0,68.125,46.5625
1670929695225815040,1670616267584094214,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.5,0,16,0,0.0,-0.875,-0.5,0.875,0.0,0.75,-0.125,-0.875,-0.875,0.0,-1.0,-1.0,-0.875,-1.0,-1.0,68.9375,45.8125
1671196641083179010,1670859046197542913,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-1.0,0.75,-1.0,-1.0,-1.0,-1.0,-0.75,-0.5,-1.0,0.125,0.375,-0.5,-0.375,-0.875,-0.625,79.5625,12.1875
1671257653354586113,1671192119804059648,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.65625,5,11,0,1.0,-1.0,0.75,0.625,1.0,0.375,0.375,-1.0,-1.0,-0.875,-1.0,-1.0,-0.875,-1.0,-1.0,76.875,64.875
1671899074981773312,1671658500005699584,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.4375,0,14,2,0.0,0.0,-0.25,0.375,0.75,0.25,0.0,-0.625,-0.25,-0.375,-0.875,-1.0,0.5,-1.0,-1.0,61.375,48.1875
1675978534299238400,1675873308565274624,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.5,0,16,0,0.75,-0.75,-0.25,-1.0,0.75,0.25,0.0,-1.0,-0.5,-0.5,-1.0,-1.0,-0.875,-0.875,-1.0,64.875,45.5
1676311021613617152,1676165787432763395,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0625,0,2,14,-0.375,0.375,-0.75,-0.875,-0.75,-1.0,-0.375,-0.375,-0.375,0.375,-1.0,-0.875,-0.375,-1.0,0.375,77.25,18.5
1676978002238885889,1676677681100779522,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-1.0,-0.125,-1.0,-1.0,-1.0,-1.0,-0.875,-1.0,-1.0,-0.75,-1.0,0.125,0.375,-0.75,0.75,84.25,5.0625
1677367376600260619,1676898431741165569,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.5,0,16,0,0.625,-0.625,0.0,1.0,0.875,0.375,0.5,-0.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.875,74.0,57.0
1677694736071643136,1677626517499568128,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.0,0,0,16,-1.0,0.75,-1.0,-1.0,-1.0,-1.0,-1.0,-0.375,-0.75,0.375,-1.0,-1.0,0.875,-1.0,-0.75,84.75,7.125
1677813476809375744,1677480631641440257,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.5,0,16,0,1.0,-1.0,-0.25,-0.25,1.0,-0.5,0.5,-1.0,-0.125,-0.625,-1.0,-1.0,-1.0,-1.0,-1.0,72.5625,49.375
1679078217431547905,1677809883406651393,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.46875,0,15,1,0.5,-0.625,-0.375,-0.875,0.75,0.0,0.5,-0.875,0.625,-0.75,-1.0,-1.0,-0.5,-1.0,-1.0,62.8125,44.8125
1679534801630421004,1679295713069633536,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.1875,0,6,10,-0.75,0.625,-1.0,-0.875,-0.5,-0.625,-0.875,-0.25,0.125,0.375,-1.0,0.25,0.625,-0.875,-0.875,67.6875,29.3125
1679824995927617536,1679694310780944391,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.53125,1,15,0,0.875,-1.0,0.25,0.875,0.75,0.25,0.5,-1.0,-1.0,-0.75,-1.0,-1.0,-1.0,-1.0,-1.0,75.75,55.6875
1679856562314018816,1679430582214832128,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.53125,1,15,0,1.0,-1.0,0.125,0.125,0.5,0.625,0.75,-1.0,-1.0,-0.625,-1.0,-1.0,-1.0,-1.0,-1.0,79.0,53.3125
1680226537130344449,1679844312282980352,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.59375,3,13,0,1.0,-1.0,0.25,0.75,-0.25,0.5,0.625,-1.0,-1.0,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,77.25,56.125
1680401851873652736,1678836137886973955,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.65625,5,11,0,1.0,-1.0,0.25,0.5,1.0,0.625,0.625,-1.0,-0.75,-0.625,-1.0,-1.0,-1.0,-0.875,-1.0,76.0,65.8125
1681599456209403904,1678531903693963271,CURRENTLY_RATED_HELPFUL,2,HELPFUL,16,16,0.25,0,8,8,-0.25,0.125,-0.875,-0.625,-0.25,0.0,0.375,-0.125,0.5,-0.75,-1.0,-1.0,-0.625,-0.125,-0.5,65.375,31.875
1682566227850297344,1682481498090352651,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.5625,2,14,0,0.875,-0.875,0.125,0.875,1.0,0.375,0.375,-1.0,-0.875,-0.875,-1.0,-1.0,-1.0,-1.0,-1.0,77.5,60.25
1682810861075701760,1682192114375970817,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,16,16,0.0,0,0,16,-1.0,0.625,-1.0,-1.0,-1.0,-1.0,-1.0,-0.75,-0.875,-0.375,-0.875,-0.75,-0.75,0.0,-0.5,80.6875,8.6875
1683157265002659840,1682669071295471616,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,16,16,0.78125,9,7,0,1.0,-1.0,0.25,1.0,1.0,0.625,0.75,-1.0,-1.0,-0.875,-1.0,-1.0,-1.0,-1.0,-1.0,77.0625,71.9375
