sample_id,noteId,tweetId,error_type,message,fetched_at_utc
45,1911810647811084366,1911389756899938612,http_400,"{""detail"":{""code"":400,""request_id"":""09f04cdc-08ec-43ea-9303-8f15bd480e12"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 05:51:44"",""time_stamp"":1778503904,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1911389756899938612""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T12:51:44.652193+00:00
43,1737934186302890378,1737826021045317774,http_400,"{""detail"":{""code"":400,""request_id"":""dd0ad378-292d-4553-bd2c-16f89e4bc11e"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 05:51:45"",""time_stamp"":1778503905,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1737826021045317774""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T12:51:45.623655+00:00
55,1850667671798620325,1850371204693299375,http_400,"{""detail"":{""code"":400,""request_id"":""005e8302-8fa6-4274-a0ab-e235c9cce326"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 05:51:47"",""time_stamp"":1778503907,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1850371204693299375""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T12:51:48.114071+00:00
72,1830917292299034823,1830575874481229975,missing_text,No text-like field found in response.,2026-05-11T12:51:50.351311+00:00
67,1760049214640574713,1760018065259982936,http_400,"{""detail"":{""code"":400,""request_id"":""8fa2b75e-6bcd-4a47-95a4-a3e9c8ca70f0"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 05:51:50"",""time_stamp"":1778503910,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1760018065259982936""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T12:51:51.061139+00:00
71,1722106506307322234,1722017555286818933,http_400,"{""detail"":{""code"":400,""request_id"":""70b83191-b27b-4195-a2e4-50fd6044b67c"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 05:51:52"",""time_stamp"":1778503912,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1722017555286818933""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T12:51:53.024114+00:00
77,1816969653832540625,1816944937176273118,http_400,"{""detail"":{""code"":400,""request_id"":""913d0611-ce25-457c-b5b2-4bb804b2e07b"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 05:51:52"",""time_stamp"":1778503912,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1816944937176273118""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T12:51:53.081106+00:00
87,1709611625928430072,1709539698849296753,http_400,"{""detail"":{""code"":400,""request_id"":""ef551624-ac8d-43d9-b39b-ba842e167977"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 05:51:55"",""time_stamp"":1778503915,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1709539698849296753""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T12:51:55.759695+00:00
101,1790829767366778937,1790643212261962043,missing_text,No text-like field found in response.,2026-05-11T12:51:57.362418+00:00
99,2036077399733875036,2035838168415519145,http_400,"{""detail"":{""code"":400,""request_id"":""1320f1c0-fa15-4c3f-bbd0-eccb925d76df"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 05:51:57"",""time_stamp"":1778503917,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""2035838168415519145""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T12:51:57.936595+00:00
104,2015880843646935473,2015777929960014132,http_400,"{""detail"":{""code"":400,""request_id"":""ec132bce-b775-45e4-be23-b4cd4e5663e7"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 05:52:00"",""time_stamp"":1778503920,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""2015777929960014132""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T12:52:00.476201+00:00
114,2015438506424770781,2015084468092928316,http_400,"{""detail"":{""code"":400,""request_id"":""ad187cac-a961-408a-8c21-db6fcababca5"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 05:52:00"",""time_stamp"":1778503920,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""2015084468092928316""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T12:52:01.111252+00:00
132,1590864666003378178,1590842239349293059,missing_text,No text-like field found in response.,2026-05-11T12:52:03.901319+00:00
131,1861853861473898715,1861849987992195384,missing_text,No text-like field found in response.,2026-05-11T12:52:04.509621+00:00
147,1744347077952373144,1744297950182793638,http_400,"{""detail"":{""code"":400,""request_id"":""3d906902-fd3e-46f1-af29-9780c683c336"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 05:52:06"",""time_stamp"":1778503926,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1744297950182793638""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T12:52:06.531342+00:00
145,1792492047494213636,1792467059659690115,missing_text,No text-like field found in response.,2026-05-11T12:52:07.817825+00:00
156,1727093201880654181,1727033891012383139,missing_text,No text-like field found in response.,2026-05-11T12:52:08.808350+00:00
150,1848625058471682134,1848346218801299624,http_400,"{""detail"":{""code"":400,""request_id"":""105775b2-992c-4300-a22d-4b9657668f42"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 05:52:09"",""time_stamp"":1778503929,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1848346218801299624""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T12:52:09.405089+00:00
157,1671680271135956992,1671342448264597506,http_400,"{""detail"":{""code"":400,""request_id"":""d2106a78-25f7-43b1-a4fb-ffca95188201"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 05:52:09"",""time_stamp"":1778503929,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1671342448264597506""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T12:52:10.061783+00:00
166,1829049795110908113,1828880335049818207,missing_text,No text-like field found in response.,2026-05-11T12:52:10.767662+00:00
168,1789651049948786705,1789573515756355602,http_400,"{""detail"":{""code"":400,""request_id"":""3c06abc8-5057-4d61-8bcd-57a5ac65219f"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 05:52:11"",""time_stamp"":1778503931,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1789573515756355602""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T12:52:12.021674+00:00
173,1738821341522932021,1738611355476005193,http_400,"{""detail"":{""code"":400,""request_id"":""d71f2cf0-8c2e-4118-b873-e31e85e5bc81"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 05:52:13"",""time_stamp"":1778503933,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1738611355476005193""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T12:52:13.159722+00:00
185,2028550352316912119,2028505051325469147,http_400,"{""detail"":{""code"":400,""request_id"":""6f9a94fa-6452-489d-b441-ca13ee9a8348"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 05:52:15"",""time_stamp"":1778503935,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""2028505051325469147""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T12:52:15.983355+00:00
186,1919531168174592296,1919114006402396473,http_400,"{""detail"":{""code"":400,""request_id"":""551b463b-88f1-432e-95e7-64a3cf26a827"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 05:52:16"",""time_stamp"":1778503936,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1919114006402396473""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T12:52:16.572043+00:00
189,1663163540356890624,1663157602988204034,http_400,"{""detail"":{""code"":400,""request_id"":""ac79f719-7633-46d0-be00-3b15ccb278b1"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 05:52:17"",""time_stamp"":1778503937,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1663157602988204034""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T12:52:17.529502+00:00
190,1883471304650584153,1883452219892351429,http_400,"{""detail"":{""code"":400,""request_id"":""45a13f76-45fa-4d36-a241-e8e0ce2a2e90"",""message"":""Request failed. Please retry. Check the docs below, verify your parameters, test with the default demo, and share the response JSON with Support."",""message_zh"":""请求失败，请重试。请查看下方文档核对参数，使用默认演示参数测试，并将响应 JSON 提交给支持团队。"",""docs"":""https://api.tikhub.io/#/Twitter-Web-API/fetch_tweet_detail_api_v1_twitter_web_fetch_tweet_detail_get"",""support"":""Discord: https://discord.gg/aMEAS8Xsvz"",""time"":""2026-05-11 05:52:17"",""time_stamp"":1778503937,""time_zone"":""America/Los_Angeles"",""router"":""/api/v1/twitter/web/fetch_tweet_detail"",""params"":{""tweet_id"":""1883452219892351429""},""headers"":{""message_zh"":""HTTP 400 错误，无需提供请求头信息，保护用户隐私。"",""message"":""HTTP 400 error, no need to provide request headers to protect user privacy.""}}}",2026-05-11T12:52:17.789105+00:00
